,var1,var2,correlation
3075,responder_5,responder_6,0.2239581059813749
2181,feature_45,feature_49,0.223684151364826
1448,feature_29,feature_51,0.2228000111081583
1969,feature_40,feature_57,0.22147948946515647
2312,feature_48,feature_60,0.21715309231616198
2094,feature_43,feature_47,0.21687898906142913
1959,feature_40,feature_47,0.2166478319290117
1968,feature_40,feature_56,0.21629232896945372
2585,feature_56,feature_57,0.2162094957679802
2349,feature_49,feature_59,0.21551209232189367
200,feature_07,feature_57,0.21451981578783608
2270,feature_47,feature_57,0.21396655825830557
2469,feature_52,feature_71,0.21356663381912716
2103,feature_43,feature_56,0.21328998429195395
2100,feature_43,feature_53,0.21258323167799711
312,feature_09,feature_16,0.21243499149748338
1961,feature_40,feature_49,0.21214730074883145
2096,feature_43,feature_49,0.21189399365050332
43,feature_05,feature_53,0.21184175982357806
3080,responder_7,responder_8,0.20651046822928562
3070,responder_3,responder_8,0.20603636223532285
766,feature_15,feature_51,0.20562591597651966
1068,feature_20,feature_25,0.20516294635063906
2454,feature_52,feature_56,0.2033525408409526
1965,feature_40,feature_53,0.2032004243914399
1447,feature_29,feature_50,0.2027584925399774
489,feature_11,feature_52,0.2023028210864619
184,feature_07,feature_41,0.20194689162491272
899,feature_17,feature_51,0.20107349925216175
31,feature_05,feature_41,0.20098820985144208
1835,feature_37,feature_67,0.20077148761486746
199,feature_07,feature_56,0.20034343403927407
1214,feature_23,feature_51,0.19970490576615935
1799,feature_36,responder_2,0.19956187212052937
1962,feature_40,feature_50,0.19829889579243237
185,feature_07,feature_42,0.19826628000192237
3060,responder_2,responder_3,0.19673748342341152
2598,feature_56,feature_70,0.19545834692275232
195,feature_07,feature_52,0.1944893956293532
2011,feature_41,feature_53,0.19386958503627677
2261,feature_47,feature_48,0.19359542831461238
1067,feature_20,feature_24,0.1920018493940884
39,feature_05,feature_49,0.18841834707472668
2097,feature_43,feature_50,0.1877101409712306
832,feature_16,feature_50,0.18702364513130226
187,feature_07,feature_44,0.18421775949010488
190,feature_07,feature_47,0.1841559929917909
2342,feature_49,feature_52,0.18330577918258567
34,feature_05,feature_44,0.1830672520659107
3048,responder_0,responder_4,0.18083348160984328
2140,feature_44,feature_50,0.1802541189798675
189,feature_07,feature_46,0.17905666717603141
2554,feature_55,feature_57,0.17459822791238125
699,feature_14,feature_52,0.17430385980370183
1761,feature_36,feature_43,0.17376857020778508
2624,feature_57,feature_66,0.1736197146089446
1758,feature_36,feature_40,0.17310508586963705
697,feature_14,feature_50,0.17259378336772532
558,feature_12,feature_50,0.1720567445932582
1395,feature_28,feature_55,0.17204148669606426
1759,feature_36,feature_41,0.17197938753320263
1762,feature_36,feature_44,0.1718054019283346
13,feature_05,feature_19,0.1717008682312986
3056,responder_1,responder_5,0.1687397210055434
1129,feature_22,feature_24,0.16786619454316098
188,feature_07,feature_45,0.1676226442096183
2345,feature_49,feature_55,0.16694170897741636
30,feature_05,feature_40,0.16600951558266175
1607,feature_33,feature_45,0.16561513171303896
2456,feature_52,feature_58,0.16512065972839537
2714,feature_60,feature_72,0.1644304940006252
183,feature_07,feature_40,0.16359048627917536
33,feature_05,feature_43,0.1632355999927695
1800,feature_36,responder_3,0.16164424445161582
1716,feature_35,feature_49,0.16147401724290686
1601,feature_33,feature_39,0.16130555984201198
2378,feature_50,feature_51,0.1610384889407452
186,feature_07,feature_43,0.16029329150168375
1757,feature_36,feature_39,0.15974563658653307
1335,feature_25,feature_53,0.15919270453627457
2422,feature_51,feature_59,0.15908856675710722
2653,feature_58,feature_66,0.15761188088362268
1604,feature_33,feature_42,0.15706160452077428
1253,feature_24,feature_29,0.15697033506336583
2346,feature_49,feature_56,0.15632763197166671
3076,responder_5,responder_7,0.15618268234688862
1557,feature_32,feature_49,0.15558458922013282
2304,feature_48,feature_52,0.15457428823354666
1760,feature_36,feature_42,0.15436292029841436
2307,feature_48,feature_55,0.1533247261514256
2398,feature_50,feature_71,0.1527965767646038
1918,feature_39,feature_53,0.15172070382793615
2617,feature_57,feature_59,0.15151340493321008
2713,feature_60,feature_71,0.15123219822479608
119,feature_06,feature_52,0.15104426986091904
463,feature_11,feature_23,0.15092538648363416
1606,feature_33,feature_44,0.15020935783141448
2053,feature_42,feature_50,0.14950883610598711
771,feature_15,feature_56,0.1492361141822361
1276,feature_24,feature_53,0.1491320232181418
1603,feature_33,feature_41,0.1489162466072201
1602,feature_33,feature_40,0.1487393377408837
1605,feature_33,feature_43,0.1487191460619596
2587,feature_56,feature_59,0.1459627857256245
115,feature_06,feature_48,0.14435699323726361
2006,feature_41,feature_48,0.14420805372548853
2347,feature_49,feature_57,0.14353781996190476
2524,feature_54,feature_59,0.14305599413365847
2138,feature_44,feature_48,0.14207871496806518
2555,feature_55,feature_58,0.1412999934069077
1024,feature_19,feature_47,0.14076805842285156
2212,feature_45,responder_1,0.1390208865881608
1798,feature_36,responder_1,0.1389773638962368
215,feature_07,feature_72,0.13790367770913597
1837,feature_37,feature_69,0.13758552572111218
904,feature_17,feature_56,0.13742101716186486
122,feature_06,feature_55,0.1359194849742335
1971,feature_40,feature_59,0.13587453172023392
2106,feature_43,feature_59,0.13539766883161525
2486,feature_53,feature_54,0.1351924832395592
1280,feature_24,feature_57,0.1348635205538126
1802,feature_36,responder_5,0.1346090542592996
2017,feature_41,feature_59,0.13445786937342546
2149,feature_44,feature_59,0.13408831203937105
2194,feature_45,feature_62,0.13390348000084734
1509,feature_30,feature_56,0.13389314213990616
1019,feature_19,feature_42,0.1336022511413538
1913,feature_39,feature_48,0.13316947570959953
1937,feature_39,feature_72,0.1325225988533934
1917,feature_39,feature_52,0.13250474650381813
198,feature_07,feature_55,0.13218093360116873
3053,responder_1,responder_2,0.1320331238303014
1544,feature_32,feature_36,0.1310401802686271
1991,feature_40,responder_0,0.13090559094074905
2126,feature_43,responder_0,0.13071417561928284
2145,feature_44,feature_55,0.13063092897761006
2051,feature_42,feature_48,0.13038291723523804
49,feature_05,feature_59,0.12976684026618662
2058,feature_42,feature_55,0.12853901476304747
1960,feature_40,feature_48,0.12748034243883544
2037,feature_41,responder_0,0.1269371313202903
2434,feature_51,feature_71,0.12654319387849133
2333,feature_48,responder_2,0.12645184705746415
2169,feature_44,responder_0,0.12636233232595537
2095,feature_43,feature_48,0.12554444266718634
2223,feature_46,feature_50,0.12541540572309048
2184,feature_45,feature_52,0.12516805328364208
2010,feature_41,feature_52,0.12500035326555423
2310,feature_48,feature_58,0.12425220184717609
1714,feature_35,feature_47,0.12420915614644677
2202,feature_45,feature_70,0.12390421487566684
1994,feature_40,responder_3,0.123872201667359
1337,feature_25,feature_55,0.12381295284992157
2129,feature_43,responder_3,0.12372689587461777
138,feature_06,feature_71,0.12310504775615898
488,feature_11,feature_51,0.12307696304099136
2305,feature_48,feature_53,0.12239937908194423
487,feature_11,feature_50,0.12235632919634362
56,feature_05,feature_66,0.12218823177375025
2083,feature_42,responder_1,0.12210093242915462
2302,feature_48,feature_50,0.12188229805605935
2040,feature_41,responder_3,0.12179186605700942
2253,feature_46,responder_1,0.12139414663569788
1016,feature_19,feature_39,0.12114127858974047
2127,feature_43,responder_1,0.12094965213515736
1992,feature_40,responder_1,0.12075147463656316
2468,feature_52,feature_70,0.12069645750034327
2172,feature_44,responder_3,0.12044552100000254
1935,feature_39,feature_70,0.12021433900203879
1608,feature_33,feature_46,0.12007430036514971
2170,feature_44,responder_1,0.11987208409770407
1944,feature_39,responder_0,0.11968369522811079
125,feature_06,feature_58,0.11959524905634307
1339,feature_25,feature_57,0.11926060124493702
1884,feature_38,feature_67,0.11907461457696972
980,feature_18,feature_67,0.11896388062041251
2038,feature_41,responder_1,0.11887891819959566
1945,feature_39,responder_1,0.11842417160096669
1924,feature_39,feature_59,0.11839252273423424
630,feature_13,feature_52,0.11798663943573107
1763,feature_36,feature_45,0.11755508237206383
2082,feature_42,responder_0,0.11729233450346697
214,feature_07,feature_71,0.11726220255876746
2062,feature_42,feature_59,0.1164546247412557
1764,feature_36,feature_46,0.1164188816467786
1611,feature_33,feature_49,0.1156535103643102
2828,feature_65,feature_66,0.11493623203857065
738,feature_15,feature_19,0.11490770694403257
191,feature_07,feature_48,0.11490635730771884
1564,feature_32,feature_56,0.11438732721080644
117,feature_06,feature_50,0.11405581999694425
545,feature_12,feature_37,0.11403437233565758
2384,feature_50,feature_57,0.11393779048559759
2369,feature_49,responder_0,0.11288184828345361
629,feature_13,feature_51,0.1125480965360996
1008,feature_19,feature_30,0.11230228783728904
1007,feature_19,feature_29,0.11202004467979002
1947,feature_39,responder_3,0.11181927743298364
2085,feature_42,responder_3,0.11150855778658453
120,feature_06,feature_53,0.11034419957987077
2323,feature_48,feature_71,0.10986387912022663
1066,feature_20,feature_23,0.10937717628017565
3074,responder_4,responder_8,0.10929674226291039
2279,feature_47,feature_66,0.10854870955569003
1213,feature_23,feature_50,0.10815921573732896
285,feature_08,feature_67,0.10759828158733634
838,feature_16,feature_56,0.10749914108175267
2331,feature_48,responder_0,0.10712330125540047
560,feature_12,feature_52,0.10700460391009224
871,feature_17,feature_19,0.10670152278638435
2394,feature_50,feature_67,0.1059130164346622
62,feature_05,feature_72,0.10571790956032824
2766,feature_62,feature_73,0.10545191831726917
2130,feature_43,responder_4,0.1053620401909027
1995,feature_40,responder_4,0.10535215633586122
116,feature_06,feature_49,0.10525702355961031
1801,feature_36,responder_4,0.10521728304120082
2767,feature_62,feature_74,0.10478345609515252
1278,feature_24,feature_55,0.10454765010756414
1996,feature_40,responder_5,0.1044671114289331
2380,feature_50,feature_53,0.10436158027425976
1641,feature_33,responder_0,0.10426887571919792
60,feature_05,feature_70,0.10426586084668335
2131,feature_43,responder_5,0.10401027600018241
2687,feature_59,feature_72,0.103693845917683
2600,feature_56,feature_72,0.10340786645992771
2173,feature_44,responder_4,0.10333470617678425
2813,feature_64,feature_73,0.10326972620722427
2042,feature_41,responder_5,0.1032118421532215
2272,feature_47,feature_59,0.1030123378098199
2814,feature_64,feature_74,0.1029070451929402
2041,feature_41,responder_4,0.10261977253585172
2371,feature_49,responder_2,0.10248357859736398
1618,feature_33,feature_56,0.10227330039579308
1394,feature_28,feature_54,0.1018585714920111
2174,feature_44,responder_5,0.10146591652508025
1553,feature_32,feature_45,0.10107727582524946
2467,feature_52,feature_69,0.10025668567358548
2211,feature_45,responder_0,0.09947327611153114
1021,feature_19,feature_44,0.09871914088609288
344,feature_09,feature_52,0.09806061986777861
2221,feature_46,feature_48,0.09789391470509963
2086,feature_42,responder_4,0.09720144690119771
1993,feature_40,responder_2,0.09699798562302606
698,feature_14,feature_51,0.09698532750731188
2252,feature_46,responder_0,0.0968252732604765
2128,feature_43,responder_2,0.09669017215005897
2102,feature_43,feature_55,0.09635262276204955
42,feature_05,feature_52,0.09610740256513992
493,feature_11,feature_56,0.096080490625354
1948,feature_39,responder_4,0.09574731024210073
2232,feature_46,feature_59,0.09536658814710645
2180,feature_45,feature_48,0.09520793923905094
355,feature_09,feature_63,0.09513702890324281
2659,feature_58,feature_72,0.09500229532889025
1037,feature_19,feature_60,0.09449962189258823
1453,feature_29,feature_56,0.09449462645789403
1949,feature_39,responder_5,0.09447922526191647
354,feature_09,feature_62,0.09432706497330946
1642,feature_33,responder_1,0.09388638737974835
2039,feature_41,responder_2,0.09359484361731767
2791,feature_63,feature_74,0.09339970605788649
2790,feature_63,feature_73,0.09306725988067698
1027,feature_19,feature_50,0.0926841425987302
2171,feature_44,responder_2,0.09263383018245572
2432,feature_51,feature_69,0.09243006607144655
2191,feature_45,feature_59,0.09231694411336853
2087,feature_42,responder_5,0.09228284285273176
1485,feature_30,feature_32,0.09208571012580785
1057,feature_19,responder_1,0.09201720986038177
356,feature_09,feature_64,0.09169729605543087
3061,responder_2,responder_4,0.0906754998702137
1018,feature_19,feature_41,0.0893539062980105
2419,feature_51,feature_56,0.08918446336209414
1095,feature_20,feature_55,0.08903855699973115
778,feature_15,feature_63,0.08898454876317251
564,feature_12,feature_56,0.08881663140274434
2465,feature_52,feature_67,0.0888100295882247
779,feature_15,feature_64,0.08880013123589357
1010,feature_19,feature_33,0.0881209931028888
464,feature_11,feature_24,0.08808537842583676
2817,feature_64,feature_77,0.08795518997609943
1020,feature_19,feature_43,0.08768734493133958
2818,feature_64,feature_78,0.0876195471713314
2657,feature_58,feature_70,0.0875115936888855
1644,feature_33,responder_3,0.08743198730005315
2228,feature_46,feature_55,0.08720684725324529
760,feature_15,feature_45,0.08679071888144373
1964,feature_40,feature_52,0.08673939324921576
1190,feature_23,feature_24,0.08665697049279068
1723,feature_35,feature_56,0.08658638471974868
2185,feature_45,feature_53,0.08639644084422878
2405,feature_50,feature_78,0.08589497286413852
747,feature_15,feature_32,0.08566990792707802
1967,feature_40,feature_55,0.08555046826451776
1017,feature_19,feature_40,0.08549322250595522
1946,feature_39,responder_2,0.08491287269300209
2435,feature_51,feature_72,0.08474842510955896
1671,feature_34,feature_56,0.08469740002431093
1312,feature_25,feature_29,0.08393977585052607
2795,feature_63,feature_78,0.08392349455791348
1488,feature_30,feature_35,0.08372921741037671
2030,feature_41,feature_72,0.0836359252000146
2794,feature_63,feature_77,0.08362811469383562
805,feature_16,feature_19,0.08359943298397532
2196,feature_45,feature_64,0.08355656589486943
2255,feature_46,responder_3,0.08353848069403713
2084,feature_42,responder_2,0.08341718531374154
2370,feature_49,responder_1,0.08291056507784353
2770,feature_62,feature_77,0.08263128472596282
2372,feature_49,responder_3,0.08255739268801113
684,feature_14,feature_37,0.08238353199017327
2293,feature_47,responder_1,0.08229169940561139
2771,feature_62,feature_78,0.08216562208098746
2488,feature_53,feature_56,0.08204465617346664
1487,feature_30,feature_34,0.08203890515144442
943,feature_18,feature_29,0.0819825658981137
1191,feature_23,feature_25,0.08172947860707115
2712,feature_60,feature_70,0.08148888324502677
2292,feature_47,responder_0,0.08145015874696569
1393,feature_28,feature_53,0.0813448623942521
944,feature_18,feature_30,0.08085410335974103
880,feature_17,feature_32,0.08030535630541522
1886,feature_38,feature_69,0.07985562770068742
530,feature_12,feature_18,0.07980899227516708
2214,feature_45,responder_3,0.0797707212194159
2362,feature_49,feature_72,0.0796864276688839
1208,feature_23,feature_45,0.07943761654418681
1003,feature_19,feature_23,0.07935224421989151
2608,feature_56,responder_1,0.07904451478061746
893,feature_17,feature_45,0.07840698991461689
1766,feature_36,feature_48,0.07765646497122482
2336,feature_48,responder_5,0.07764645745656257
287,feature_08,feature_69,0.07712590251937612
1646,feature_33,responder_5,0.07672959973394101
750,feature_15,feature_35,0.07592438612608006
2265,feature_47,feature_52,0.07576918847306552
124,feature_06,feature_57,0.0750628162963506
911,feature_17,feature_63,0.07503237820302701
2099,feature_43,feature_52,0.07486438750600335
2334,feature_48,responder_3,0.07483881076639684
1929,feature_39,feature_64,0.07466974744702091
777,feature_15,feature_62,0.07430529862891112
460,feature_11,feature_19,0.07414884499064549
912,feature_17,feature_64,0.07377217178618195
883,feature_17,feature_35,0.07361187611563491
2863,feature_66,responder_1,0.07341045593472519
2256,feature_46,responder_4,0.0731340390120467
108,feature_06,feature_41,0.0730485979094591
749,feature_15,feature_34,0.07296277330496867
2404,feature_50,feature_77,0.07283579192199444
358,feature_09,feature_66,0.07260333390702019
2430,feature_51,feature_67,0.07257301727328505
2215,feature_45,responder_4,0.07255593761733799
366,feature_09,feature_74,0.07167102627592713
1516,feature_30,feature_63,0.07163119219813413
107,feature_06,feature_40,0.07116993039316004
737,feature_15,feature_18,0.07106884522020676
882,feature_17,feature_34,0.07055967277813967
2257,feature_46,responder_5,0.07052808899188115
1414,feature_28,feature_74,0.07019491095092233
1498,feature_30,feature_45,0.07015223440707236
1517,feature_30,feature_64,0.06999732451076268
